类别,公司名称,公司位置,项目名字,关键词,文件路径,下标位置
中标公告,海南天枰监理咨询有限公司,全国,海南海政招标有限公司,通讯 系统 社会 组织 管理局 全国,data/bidding/t_model_aa,289
招标公告,昆明市盘龙区教育局,云南省,麦地冲小学修建学生宿舍校安排危项目三转弯小学校安排危宿舍楼修建项目地勘单位招标第二次竞争性谈判公告,修建 建筑 总 投资 教育局 云南省,data/bidding/t_model_aa,290
招标公告,安顺黄铺物流园区开发投资有限公司,贵州省,幺铺智慧物流中心项目监理招标招标公告,安全 生产 监督 有限公司 贵州省,data/bidding/t_model_aa,301
招标公告,福州大学,福建省,福州大学台式计算机等设备采购项目招标公告,台式 计算机 便携式 计算机 福州大学 福建省,data/bidding/t_model_aa,302
招标公告,兰州广播电视台,甘肃省,天水广播电视台兰州广播电视台购置广播电视摄录设备第二次成交公告,摄录 设备 电视台 甘肃省,data/bidding/t_model_aa,303
招标公告,兰州市福利彩票发行中心,甘肃省,兰州市福利彩票发行中心购买监控设备成交公告,监控 设备 发行中心 甘肃省,data/bidding/t_model_aa,304
招标公告,桐乡泰爱斯环保能源有限公司,浙江省,热电联产项目办公楼及中央集控室装饰装修工程,装饰 装修 工程 热电 联产 办公楼 有限公司 浙江省,data/bidding/t_model_aa,314
招标公告,中国共产党怀远县纪律检查委员会,安徽省,中国共产党怀远县纪律检查委员会采购激光打印机,式打印机 激光打印机 委员会 安徽省,data/bidding/t_model_aa,315
招标公告,怀远县卫生和计划生育执法监督局,安徽省,怀远县卫生和计划生育执法监督局采购激光打印机,计划生育 激光打印机 监督局 安徽省,data/bidding/t_model_aa,316
招标公告,蚌埠经济开发区环卫所,安徽省,蚌埠经济开发区环卫所采购电脑包,环卫所 服务 管理中心 环卫所 安徽省,data/bidding/t_model_aa,317
中标公告,广东南方通信建设有限公司,全国,珠海情侣路南段拱北口岸至横琴大桥路段主线改造工程中国电信管线迁改工程施工服务招标中标候选人公示,管线 迁改 分公司 全国,data/bidding/t_model_aa,326
招标公告,珠海高华市政综合管理有限公司,广东省,中珠渠南路综合整治及景观提升工程设计,综合 整治 景观 提升 工程 有限公司 广东省,data/bidding/t_model_aa,339
中标公告,阿克苏市疆南路桥标牌标线中心,全国,年阿塔公路沿线附属设施材料采购项目第,标牌 标线 材料 设备 管理所 全国,data/bidding/t_model_aa,344
中标公告,山西景城环卫工程有限公司,山西省,襄垣县爱国卫生督查中心垃圾桶采购合同,环卫 工程 中心 山西省,data/bidding/t_model_aa,346
中标公告,山西省城镇建设投资有限责任公司,山西省,盂县财政局盂县永店坡老城棚户区综合改造项目二期政府购买服务协议,棚户区 综合 改造 财政局 山西省,data/bidding/t_model_aa,347
中标公告,河北天柏电子科技有限公司,河北省,河北师范大学中央支持地方高校发展,地方 高校 科研 平台 河北师范大学 河北省,data/bidding/t_model_aa,353
招标公告,新泰市宫里镇贺庄联办小学,山东省,新泰市宫里镇东柳幼儿园修建及装饰工程竞争性谈判公告,装饰 工程 小学 山东省,data/bidding/t_model_aa,355
中标公告,黑龙江省速达信息产业股份有限公司,黑龙江省,大庆市教育局计算机等设备采购,计算机设备 采购 教育局 黑龙江省,data/bidding/t_model_aa,357
招标公告,扬州杭集城建投资有限公司,江苏省,杭集镇新桥拆迁安置小区建设工程,建设工程 桩基 检测 有限公司 江苏省,data/bidding/t_model_aa,359
中标公告,安徽浩源信息科技有限公司,全国,亳州市服务外包产业培训基地办公设备及家具家电等采购项目中标公告,家具 家电 办公设备 管委会 全国,data/bidding/t_model_aa,360
招标公告,中山市气象局,广东省,中山市气象局服务器虚拟化项目采购项目采购询价采购,服务器 虚拟化 气象局 广东省,data/bidding/t_model_aa,361
中标公告,邢台市政建设集团股份有限公司,河北省,任县县城昌平路沥青罩面改造工程及新东方南街道路改造工程施工,沥青 道路 改造 建设局 河北省,data/bidding/t_model_aa,362
中标公告,临沂亿通软件有限公司,山东省,临沂市河东区计划生育妇幼保健综合服务中心绩效核算人事管理等系统软件及配套设备项目成交公示,配套 设备 服务中心 山东省,data/bidding/t_model_aa,363
中标公告,涉县清漳建筑工程有限公司,河北省,涉县盘龙山庄石砌挡土墙和健康养老生态水系工程施工招标,水系 工程 旅游 开发 有限公司 河北省,data/bidding/t_model_aa,364
中标公告,日照市英伦体育工程有限公司,山东省,日照市体育局电子计时设备采购项目中标公示,设备 采购 体育局 山东省,data/bidding/t_model_aa,367
招标公告,锦屏镇中心卫生院,甘肃省,崇信县锦屏镇中心卫生院附属用房建设项目监理招标公告,卫生院 附属 用房 建设 监理 卫生院 甘肃省,data/bidding/t_model_aa,369
招标公告,沭阳金鑫房地产开发有限公司,江苏省,晏湾安置小区金鑫嘉苑二期工程,决算 审计 质量保证 有限公司 江苏省,data/bidding/t_model_aa,371
招标公告,扬州市交通产业集团有限责任公司,江苏省,二十四桥宾馆改扩建工程的招标公告,宾馆 改扩建 工程 钢结构 工程 公司 江苏省,data/bidding/t_model_aa,372
招标公告,朔州市农业委员会,山西省,朔州市农业委员会实验室耗材采购项目招标公告,实验室 耗材 委员会 山西省,data/bidding/t_model_aa,373
招标公告,山西省公路局吕梁分局,山西省,山西省公路局吕梁分局省道汾张线,编制 服务 路面 改造 工程 分局 山西省,data/bidding/t_model_aa,375
招标公告,临猗县水务局,山西省,临猗县水务局临猗县水务局厕所及供热管道改造项目谈判公告,供热 管道 改造 厕所 水务局 山西省,data/bidding/t_model_aa,376
招标公告,临汾市人民代表大会常务委员会办公厅,山西省,临汾市人民代表大会常务委员会办公厅管理服务项目谈判公告,办公厅 管理 服务 办公厅 山西省,data/bidding/t_model_aa,377
招标公告,祁县农村经济经营管理中心,山西省,祁县农村产权交易信息平台软件项目谈判公告,信息 平台 软件 产权交易 管理中心 山西省,data/bidding/t_model_aa,378
招标公告,晋中市妇幼保健保健医院,山西省,晋中市妇幼保健院一键报警系统安装和监控改造工程磋商公告,一键 报警 监控 改造 工程 医院 山西省,data/bidding/t_model_aa,379
招标公告,临猗县民政局,山西省,临猗县民政局面粉采购询价公告询价公告,面粉 国家标准 民政局 山西省,data/bidding/t_model_aa,380
招标公告,临汾市黄河壶口瀑布风景名胜区管委会,山西省,临汾市黄河壶口瀑布风景名胜区管委会黄河壶口风景名胜区山西壶口瀑布克难城景区与旅游服务基地详细规划招标公告,旅游 服务 管委会 山西省,data/bidding/t_model_aa,383
招标公告,古县公安消防大队,山西省,古县公安消防大队泡沫灭火剂购置项目谈判公告,泡沫 灭火剂 消防大队 山西省,data/bidding/t_model_aa,384
招标公告,浑源县环境保护局,山西省,浑源县环境保护局矿山生态环境详细调查项目招标公告,矿山 调查 数据 集 环境保护局 山西省,data/bidding/t_model_aa,387
招标公告,屯留县水利局,山西省,屯留县水利局牛王庙村供水工程招标公告,供水 工程 水利局 山西省,data/bidding/t_model_aa,388
中标公告,北京安碧恩多科技有限公司,天津市,关于天津经济技术开发区公用事业局机关中北中南西污水泵站水泵备品采购项目拟采用单一来源采购方式的公示,污水泵 站 局机关 天津市,data/bidding/t_model_aa,389
中标公告,河南颍淮建工有限公司,河南省,濮阳县社会福利中心儿童福利院二次项目招标评标结果公示,福利 中心 民政局 河南省,data/bidding/t_model_aa,391
招标公告,南昌万寿宫文化街区运营管理有限公司,江西省,万寿宫商城改造项目规划设计招标公告,改造 规划设计 带子 有限公司 江西省,data/bidding/t_model_aa,392
中标公告,湖北民宇建设工程有限公司,湖北省,荆州电视发射台基础设施建设项目,电视 发射台 机房 电视台 湖北省,data/bidding/t_model_aa,394
中标公告,广西建工集团第四建筑工程有限责任公司,全国,藤县综合档案馆建设项目,综合 档案馆 建设 全国,data/bidding/t_model_aa,397
招标公告,台前县公安局交警大队,河南省,台前县道路交通标线项目招标公告,道路交通 标线 交警大队 河南省,data/bidding/t_model_aa,398
中标公告,黔西南州通用办公设备有限公司,全国,黔西南州电子政务外网上网行为管控平台采购项目中标公示,管控 平台 电子政务 外 网 办公室 全国,data/bidding/t_model_aa,399
招标公告,范县食品药品监督管理局,河南省,范县食品药品监督管理局检验机构实验室通用设备采购项目招标公告,实验室 检验机 药品监督管理局 河南省,data/bidding/t_model_aa,402
中标公告,广西大学设计研究院,广西壮族自治区,江南区公共资源交易综合服务中心江南区市政综合维护基地项目设计,综 设计 管理局 广西壮族自治区,data/bidding/t_model_aa,403
中标公告,南宁星速计算机网络有限公司,广西壮族自治区,重办公设备采购成交公告,办公设备 采购 管理局 广西壮族自治区,data/bidding/t_model_aa,405
中标公告,黄山市建工集团有限公司,安徽省,齐云山洞天福地遗址保护项目一期工程,土地 资产 古建筑 工程 委员会 安徽省,data/bidding/t_model_aa,406
中标公告,黄山市徽州明清园林建筑有限公司,安徽省,黄山市育才学校幼儿园二号教学楼室内装饰及附属工程,附属 工程 室内装饰 学校 安徽省,data/bidding/t_model_aa,407
招标公告,浙江东源实业有限公司,浙江省,浙江东源实业有限公司原办公用房外墙及屋面改造工程采购项目,屋面 改造 工程 办公用房 外墙 有限公司 浙江省,data/bidding/t_model_aa,409
中标公告,华润河北医大医药有限公司,北京市,河北大学附属医院医疗设备采购,医疗 设备 采购 医院 北京市,data/bidding/t_model_aa,418
中标公告,邱县中心医院,北京市,邱县中心医院胶囊式内窥镜采购项目预中标公告,医疗卫生 内窥镜 中心医院 北京市,data/bidding/t_model_aa,420
中标公告,江苏金云信息科技有限公司,北京市,滦平县地方税务局职能办税服务厅系统中标公告,行政 审批 服务 地方税务局 北京市,data/bidding/t_model_aa,421
中标公告,中邮科通信技术股份有限公司,北京市,福建法院审判业务辅助系统建设项目项目结果公告,辅助 系统 高级人民法院 北京市,data/bidding/t_model_aa,422
中标公告,河北冀达园林工程有限公司,北京市,西山森林公园山场造林工程施工七标段至十二标段,造林 工程施工 森林公园 管理处 北京市,data/bidding/t_model_aa,423
中标公告,宣城市中恒智能技术有限公司,北京市,宣州区水阳中心初中监控设备采购安装项目中标公示,监控 设备 采购 初中 中心 北京市,data/bidding/t_model_aa,425
中标公告,吉林省起点建筑工程有限公司,北京市,长春市一零八学校体育馆改造工程施工招标中标公告,体育馆 改造 工程 水暖 学校 北京市,data/bidding/t_model_aa,426
中标公告,西宁科恒电子工程有限公司,北京市,德令哈市人民政府办公室机房改造项目中标公告,机房 改造 办公室 北京市,data/bidding/t_model_aa,436
